Cust_ID,Order_id,invoice_date,Category,Qty,Unit_Price,Email,Signup_Date
10463,536209,10/22/2025,Books,5,186.26,customer10275@outlook.com,07/29/2023
10296,558523,06/29/2026,Sports,3,45.53,customer10980@gmail.com,06/17/2026
10182,570245,09-11-2024,Home,4,88.71,customer10467@gmail.com,12/15/2023
10356,599790,02-05-2026,Electronics,3,206.99,customer10213@outlook.com,01/15/2024
13233,566988,06/24/2026,Apparel,2,67.73,customer11215@outlook.com,06/29/2026
10308,514986,11/28/2025,Grocery,2,21.42,customer11671@yahoo.com,12/26/2025
10206,598950,10/13/2024,Sports,3,89,customer10401@gmail.com,10-10-2024
10157,553295,04-03-2025,Grocery,3,194.62,customer10020@yahoo.com,05/13/2023
10306,587549,02-04-2025,Electronics,4,82.66,customer10448@gmail.com,08/20/2024
10136,511870,09/25/2025,Grocery,5,217.74,customer10237@yahoo.com,12/29/2023
10228,534177,05-09-2024,Grocery,1,6.22,customer13477@yahoo.com,05-05-2024
10158,537494,12/27/2025,Beauty,3,194.15,customer10038@yahoo.com,04/22/2024
10055,589569,02/28/2026,Books,3,190.52,customer10035@outlook.com,05-09-2024
10435,573814,03-06-2026,Toys,4,182.38,customer10259@yahoo.com,12-02-2023
10102,593815,30-03-2025,Beauty,5,172.37,customer10129@gmail.com,03-01-2024
10055,518020,11/20/2024,Sports,2,98.76,customer10482@gmail.com,08/16/2023
10210,534443,04-03-2026,Grocery,5,156.12,customer10058@gmail.com,05-04-2023
10135,566513,04/25/2025,Toys,4,152,customer10146@yahoo.com,08/27/2024
10187,506194,09/24/2024,Books,1,5.43,customer12742@outlook.com,10/31/2024
10190,581169,25-11-2025,Beauty,5,185.58,customer10204@outlook.com,06/14/2023
10384,540222,01-05-2026,Sports,5,185.43,customer10081@gmail.com,01-03-2024
10135,505546,08/23/2025,Apparel,5,152.87,customer10083@outlook.com,01-11-2024
10149,579471,11/21/2024,Home,3,85.32,customer10380@outlook.com,03/19/2024
10191,503144,06-03-2023,Books,2,130.72,customer10504@outlook.com,05-02-2023
10120,527340,01/17/2025,Apparel,1,6.07,customer13003@outlook.com,04-04-2024
10556,581738,09-06-2025,Sports,3,221.53,customer10002@yahoo.com,04/22/2024
10187,561135,02-09-2025,BOOKS,3,92.2,customer10402@gmail.com,12/27/2023
10485,564659,06/20/2025,Apparel,5,206.49,customer10209@yahoo.com,10/26/2023
11762,575159,05/16/2025,ELECTRONICS,3,179.43,customer10212@outlook.com,04/16/2024
13075,551655,02/20/2025,Sports,1,8.42,customer13789@gmail.com,06/30/2024
10002,599705,03-03-2026,Beauty,2,26.11,customer11882@gmail.com,09-07-2025
10073,504313,04/17/2025,Sports,4,95.05,customer10467@gmail.com,12/15/2023
10237,545231,06/24/2024,Grocery,4,130.84,customer10529@outlook.com,06/22/2024
10204,586535,08/28/2025,Sports,5,208.22,customer10298@outlook.com,06-05-2024
10155,508824,10/31/2024,Home,4,106.64,customer10438@yahoo.com,10/29/2024
10193,529617,09/20/2025,Apparel,5,224.61,customer10248@outlook.com,07/15/2023
10189,599348,02/21/2025,Apparel,1,4.82,customer13478@outlook.com,06/17/2024
10145,540998,11/26/2024,Electronics,2,105.46,customer10387@yahoo.com,02-04-2024
11366,506841,05/24/2024,Grocery,1,9.51,customer13122@yahoo.com,05/23/2024
13279,584038,06/22/2025,Beauty,4,218.52,customer10078@outlook.com,09/16/2024
10271,543002,02-05-2025,Sports,1,4.04,customer13798@gmail.com,10/25/2024
10344,521496,04/18/2024,Sports,1,9.29,customer13337@gmail.com,01/25/2024
13099,529218,12-10-2025,Grocery,2,25.32,customer12535@gmail.com,01-03-2026
10293,520709,02-06-2026,Sports,1,27.04,customer11488@yahoo.com,10/21/2025
10407,512214,04-12-2024,Sports,3,103.52,customer10412@yahoo.com,09-09-2023
10202,545119,02/23/2026,Grocery,1,26.63,customer11318@outlook.com,01-09-2026
10159,517272,05/27/2024,Grocery,2,100.9,customer10455@yahoo.com,03-02-2024
10150,553609,02-12-2025,Sports,4,223.03,customer10137@gmail.com,10-12-2023
10285,538881,07-08-2025,Electronics,4,173.8,customer10124@outlook.com,05-01-2024
10224,541459,02-05-2025,Toys,1,7.38,customer13439@outlook.com,03/31/2025
10149,557039,06/17/2026,Sports,3,53.25,customer10971@outlook.com,06/19/2026
10441,552593,05-11-2026,Sports,3,211.02,customer10267@gmail.com,06/27/2024
10125,503860,10/31/2024,Electronics,2,131.65,customer10417@outlook.com,10/31/2024
10054,540440,10/18/2025,Home,4,229.29,customer10126@gmail.com,05/27/2023
10231,575424,03/27/2025,Apparel,1,4.21,customer12968@outlook.com,01/20/2024
10256,533826,01/13/2025,Sports,4,195.04,customer10014@gmail.com,07/22/2023
10223,570924,09-06-2025,Books,4,239.55,customer10201@gmail.com,06/23/2023
10479,520035,12-12-2025,Sports,2,26.59,customer12094@outlook.com,08/18/2025
10492,563357,03/13/2024,Apparel,4,137.3,customer10474@outlook.com,11/15/2023
10141,590711,09/22/2025,Sports,4,242.24,customer10075@outlook.com,02/15/2024
10438,569872,01-02-2024,Toys,4,105.77,customer10414@outlook.com,04/18/2023
10297,593429,01/13/2025,Home,4,133.33,customer10523@gmail.com,03-09-2024
10066,588900,04/19/2026,Sports,5,231.92,customer10026@yahoo.com,07/13/2024
10047,594075,09-07-2024,Grocery,2,120.49,customer10435@yahoo.com,02-10-2024
11001,548589,04-01-2026,Electronics,4,196.76,customer10201@gmail.com,06/23/2023
13525,589999,04/29/2026,Beauty,5,171.42,customer10022@outlook.com,08/18/2024
10052,591856,06/23/2026,Sports,2,49.74,customer10766@yahoo.com,06/27/2026
10171,538811,02/18/2026,Apparel,3,232.3,customer10239@gmail.com,09/17/2023
10252,528057,06/28/2024,Apparel,2,93.52,customer10311@outlook.com,06/25/2024
13763,598771,12-08-2025,Grocery,1,22.27,customer12174@outlook.com,08/16/2025
10231,577802,02/18/2025,Toys,1,4.66,customer12766@gmail.com,03-08-2025
10292,563083,04-02-2026,Home,5,180.83,customer10225@gmail.com,10-01-2024
13063,507232,04-06-2026,Sports,4,231.05,customer10073@gmail.com,06/25/2024
10497,565098,09/22/2024,Sports,1,5.52,customer12940@outlook.com,06-06-2024
12742,558551,11/21/2024,Toys,1,8.19,customer12938@gmail.com,08/16/2024
12000,509399,11-04-2025,Electronics,3,209.96,customer10241@yahoo.com,05/23/2023
13307,573816,02/22/2025,Toys,1,5.85,customer13107@yahoo.com,05/26/2025
10376,542741,01-11-2026,Beauty,1,26.6,customer12334@outlook.com,08/26/2025
10140,588250,02-06-2026,Toys,2,19.98,customer12168@yahoo.com,01/27/2026
13602,507162,12-10-2024,Books,4,101.57,customer10324@outlook.com,06-06-2024
10219,554852,07-06-2024,Toys,3,196.55,customer10275@outlook.com,07/29/2023
10085,523741,01-03-2026,Sports,3,168.6,customer10121@outlook.com,07/15/2023
10384,531881,12/22/2025,Books,5,187.54,customer10109@gmail.com,03/19/2024
10249,581700,01-02-2024,Grocery,4,109.47,customer10391@yahoo.com,08-12-2023
10223,529284,05/21/2025,Books,4,220.64,customer10117@outlook.com,07/18/2023
10283,568064,12-02-2024,Apparel,4,80.89,customer10490@gmail.com,08-03-2024
10107,537528,05/25/2025,Beauty,3,161.35,customer10207@yahoo.com,04/29/2024
11259,578830,09-02-2025,Beauty,5,183.43,customer10193@outlook.com,07/28/2023
10288,583018,05/24/2024,Books,3,131.22,customer10408@outlook.com,05/24/2024
10449,566452,06/27/2026,Electronics,3,60.58,customer10563@outlook.com,06/30/2026
10261,521903,05-05-2024,Electronics,4,129.23,customer10337@outlook.com,08-04-2023
13161,544843,08/22/2024,Grocery,5,164.06,customer10108@outlook.com,03/24/2023
10136,573489,05-05-2025,Electronics,3,80.4,customer10500@yahoo.com,04/18/2024
10010,559407,01/25/2026,Apparel,2,18.28,customer11940@gmail.com,11-08-2025
10334,586791,03/30/2026,,3,225.48,customer10045@outlook.com,05/30/2024
10340,510029,10/19/2025,Toys,4,186.12,customer10015@yahoo.com,02/26/2024
13553,594922,02/28/2024,Electronics,3,92,customer10452@outlook.com,05/20/2023
11855,509454,06/29/2026,Electronics,3,212.37,customer10216@gmail.com,09-10-2024
10508,512952,11-07-2024,Electronics,3,136.9,customer10519@yahoo.com,12/27/2023
12638,533132,04/20/2025,,1,6.04,customer12949@outlook.com,04/18/2025
10263,566896,12-02-2025,Toys,3,167.5,customer10150@outlook.com,05/22/2024
10342,537193,12-02-2024,Sports,1,5.86,customer13755@gmail.com,04-09-2024
10793,555451,09/13/2024,Grocery,4,172.68,customer10098@yahoo.com,07-04-2023
13088,556716,03-03-2025,Apparel,1,9.36,customer13681@yahoo.com,05/16/2025
12296,565592,10/27/2024,Home,1,8.88,customer13583@yahoo.com,11-09-2024
10185,545389,09/25/2024,Beauty,4,104.25,customer10408@outlook.com,05/24/2024
10194,514716,12/18/2025,Electronics,1,24.59,customer12656@gmail.com,10-11-2025
10463,541516,12-01-2024,Apparel,5,227.42,customer10186@yahoo.com,01-01-2024
10520,536239,03/16/2025,Sports,3,245.54,customer10202@gmail.com,07-09-2023
10257,574562,06/28/2026,Books,2,47.96,customer10585@gmail.com,06/13/2026
10216,511654,09/23/2025,Sports,4,170.04,customer10293@yahoo.com,06/30/2024
10166,502583,06/18/2026,Apparel,2,54.01,customer10696@outlook.com,06/19/2026
13268,558146,12-10-2025,Grocery,3,176.79,customer10146@yahoo.com,08/27/2024
10181,554249,02/18/2025,Home,3,154.65,customer10213@outlook.com,01/15/2024
10368,513263,01-09-2025,Sports,3,83.25,customer10480@yahoo.com,10/22/2024
10469,587943,11-10-2025,Toys,4,170.16,customer10020@yahoo.com,05/13/2023
10057,504657,05/31/2025,Beauty,4,195.85,customer10200@yahoo.com,06/14/2023
12413,574617,03/17/2025,Apparel,1,9.11,customer13125@gmail.com,02-09-2025
10339,513101,05-02-2025,Home,4,104.42,customer10499@gmail.com,11/26/2023
12838,514773,05-09-2026,Apparel,3,173.18,customer10245@yahoo.com,09/29/2023
10233,548411,02-06-2025,Electronics,1,9.79,customer13001@gmail.com,02-04-2025
13180,590968,06/21/2024,Books,3,80.82,customer10390@outlook.com,02/17/2024
10122,529858,04/15/2026,Home,3,166.53,customer10284@gmail.com,05/22/2023
10016,535812,06/21/2026,Apparel,2,59.29,customer10854@gmail.com,06/28/2026
12003,552763,03/28/2026,,3,209.09,customer10080@outlook.com,05/14/2023
13550,502956,01-08-2025,Apparel,1,9.08,customer12982@yahoo.com,02/19/2025
10088,568428,07-01-2026,Beauty,2,50,customer10644@outlook.com,06/26/2026
10376,501386,09/21/2024,Electronics,1,8.52,customer13199@yahoo.com,07-05-2024
12201,587975,01-11-2025,Beauty,1,9.96,customer13032@gmail.com,12-11-2024
10342,561206,12/23/2024,Toys,4,244.54,customer10216@gmail.com,09-10-2024
13751,552627,05/17/2024,Toys,3,92.53,customer10425@gmail.com,05/14/2024
12810,543165,09/26/2024,Grocery,4,133.18,customer10422@gmail.com,09/26/2024
11537,571291,10/31/2025,Home,3,232.72,customer10169@gmail.com,09-12-2024
10271,530956,11/26/2024,Apparel,3,182.42,customer10149@gmail.com,12/26/2023
11882,523977,12/17/2024,Apparel,1,7.14,customer13028@yahoo.com,12/14/2024
10074,542332,09/22/2025,Sports,3,160.24,customer10244@yahoo.com,05/13/2024
10284,535729,02/13/2026,Beauty,2,28.52,customer12190@outlook.com,08-03-2025
10476,555945,02/15/2025,Grocery,3,186.72,customer10164@gmail.com,01-02-2024
10524,539974,12/26/2025,Grocery,1,28.71,customer12253@outlook.com,06-01-2025
13779,530243,09-08-2024,Toys,4,118.53,customer10459@yahoo.com,06-01-2023
10016,553911,01-07-2025,Electronics,1,4.61,customer13649@gmail.com,03-04-2025
10257,591397,02-11-2024,Apparel,1,7.18,customer13708@yahoo.com,07-04-2024
10061,566528,01/28/2025,Home,1,6.48,customer13427@outlook.com,02/16/2025
12935,544894,11/30/2025,Home,1,24.33,customer12336@gmail.com,11-06-2025
10527,585060,03-11-2025,Beauty,1,4.52,customer12932@outlook.com,03/27/2024
10038,580611,02-08-2026,Sports,5,212.74,customer10135@yahoo.com,06-01-2024
10212,570786,02-01-2025,Apparel,3,177.48,customer10259@yahoo.com,12-02-2023
10063,521542,09-03-2024,Home,1,8.87,customer13317@yahoo.com,05/13/2024
10320,574111,07-06-2025,Toys,4,180.99,customer10096@yahoo.com,08-08-2023
10504,571802,07/24/2025,Home,3,187.08,customer10097@yahoo.com,10/13/2024
10647,582605,10/30/2025,Electronics,4,211.55,customer10218@outlook.com,08/15/2023
10307,558133,27-02-2025,Home,1,7.18,customer13339@gmail.com,06/28/2024
10285,530490,02-12-2026,Electronics,1,17.23,customer11575@outlook.com,08-02-2025
10355,562146,08/18/2024,Home,3,97.06,customer10501@outlook.com,12/13/2023
12139,597385,05/15/2025,Beauty,5,214.14,customer10058@gmail.com,05-04-2023
10210,525086,01-02-2025,Apparel,4,80.59,customer10485@gmail.com,04/22/2024
10445,569713,12-02-2025,Sports,1,29.38,customer12603@outlook.com,10/16/2025
10187,569098,09-03-2024,,2,138.27,customer10396@gmail.com,09-03-2024
10148,512663,12/22/2024,Toys,1,5.15,customer13351@outlook.com,05/23/2025
10156,575832,03/14/2026,ELECTRONICS,4,216.02,customer10158@yahoo.com,10/17/2023
10113,567577,06/18/2024,Books,2,130.71,customer10393@outlook.com,03/25/2024
10062,555679,03/28/2025,Sports,2,133.91,customer10391@yahoo.com,08-12-2023
13717,515403,08/25/2024,Books,3,117.08,customer10324@outlook.com,06-06-2024
10459,534843,12-01-2025,Apparel,4,182.75,customer10095@gmail.com,01/19/2024
10450,515959,04/20/2026,Home,3,243.47,customer10094@yahoo.com,09-03-2023
11692,549388,06/28/2025,Electronics,5,220.29,customer10237@yahoo.com,12/29/2023
10033,551044,12-12-2025,Books,1,20.76,customer11558@yahoo.com,11-11-2025
10404,525293,02/26/2025,Sports,4,215.61,CUSTOMER10253@GMAIL.COM,08-11-2024
10277,539818,10/28/2024,Grocery,2,88.79,customer10454@yahoo.com,05-04-2023
10121,599071,06/29/2025,Books,3,217.01,customer10156@gmail.com,12-08-2023
10473,521394,08/20/2025,Sports,4,150.7,customer10001@gmail.com,03-07-2024
13262,588191,02/26/2026,Books,3,218.81,customer10101@yahoo.com,07-06-2024
13641,532647,11/29/2024,Toys,4,103.09,customer10481@gmail.com,06-03-2024
12832,570713,06-01-2026,Sports,5,233.9,customer10264@gmail.com,01/27/2024
10146,510626,10/20/2024,Home,1,5.23,customer12872@gmail.com,01/21/2025
10393,541569,01-06-2025,Beauty,4,130.63,customer10457@gmail.com,04/28/2023
10187,583786,06/19/2026,Beauty,3,41.94,customer11083@outlook.com,06/29/2026
10179,542009,01/26/2025,Home,1,8.24,customer13360@gmail.com,04-07-2024
10275,598963,06/17/2026,Toys,2,43.97,customer11070@outlook.com,06/19/2026
10527,554501,12-04-2025,Toys,2,18.72,customer12504@gmail.com,06/15/2025
13511,532821,12/22/2024,Home,5,165.52,customer10132@gmail.com,12/20/2023
10012,564624,11/29/2024,Sports,1,8.53,customer13576@gmail.com,05-05-2024
10209,519761,02/24/2026,Home,2,20.64,customer12480@gmail.com,07-12-2025
10056,580228,12/29/2025,GROCERY,1,25.5,customer11957@outlook.com,09-11-2025
10224,510477,08/13/2025,Sports,5,237.3,customer10111@gmail.com,03/20/2023
13789,552217,06/20/2025,Home,3,172.27,customer10025@outlook.com,06-12-2024
12288,574124,02-12-2026,Toys,1,16.84,customer11788@gmail.com,06-09-2025
11724,596256,02/21/2026,Toys,4,174.16,customer10249@gmail.com,10-02-2023
10214,591610,01-07-2026,Toys,5,181.32,customer10109@gmail.com,03/19/2024
10148,578638,30-06-2025,Beauty,5,152.64,customer10206@yahoo.com,10-09-2024
10123,587073,12-08-2025,Electronics,1,29.43,customer12374@outlook.com,09-10-2025
10073,586258,11/13/2024,Grocery,3,123,customer10318@gmail.com,11/24/2023
10248,582443,04-02-2025,Home,1,7.6,customer13263@yahoo.com,03/29/2025
13323,526431,04-04-2026,Electronics,3,211.02,customer10182@outlook.com,01/25/2024
10121,571732,03/17/2026,Sports,3,150.13,customer10034@outlook.com,06/14/2024
10976,538475,06/19/2026,Grocery,2,69.19,customer11122@outlook.com,06/27/2026
10146,557086,02-05-2025,Books,1,7.88,customer13320@gmail.com,11/30/2024
13288,528456,03-01-2025,Toys,1,9.82,customer13317@yahoo.com,05/13/2024
10077,574600,02-03-2026,Apparel,2,28.31,customer12184@gmail.com,09-05-2025
10196,580085,01/21/2026,Books,3,160.22,customer10290@gmail.com,04-06-2024
12820,503512,10/20/2024,Beauty,4,97.03,customer10311@outlook.com,06/25/2024
10434,599779,10-04-2025,Apparel,3,223.18,customer10230@yahoo.com,07-02-2024
10426,504923,07-01-2026,Apparel,3,44.36,customer10626@yahoo.com,06/23/2026
10508,524220,07-05-2024,Grocery,3,97.52,customer10428@yahoo.com,03-08-2024
10381,528799,04/15/2026,Beauty,3,216.94,CUSTOMER10242@OUTLOOK.COM,05/22/2024
10166,511485,03/20/2025,Toys,1,6.47,customer13334@outlook.com,01/29/2025
10052,572193,10/21/2024,Toys,1,7.68,customer12875@gmail.com,11-09-2024
10506,564126,07-03-2024,Toys,2,120.3,customer10512@gmail.com,11-07-2023
13266,580461,04/25/2026,Grocery,3,228.14,customer10136@outlook.com,12/28/2023
10214,533864,02-05-2026,Toys,2,22.55,customer11420@gmail.com,10/27/2025
10447,574457,11/16/2024,Apparel,1,4.74,customer13404@outlook.com,12/30/2024
10260,591749,05-09-2024,Beauty,1,8.94,customer13150@yahoo.com,03/14/2024
11019,596775,11/14/2024,Home,1,4.91,customer13714@gmail.com,08/22/2024
11134,579106,12/23/2024,Beauty,1,7.75,customer13413@outlook.com,12/16/2024
10054,529443,03-05-2025,Home,4,198.42,customer10005@gmail.com,07-10-2023
10231,516383,06/26/2026,Home,3,43.4,customer11165@yahoo.com,06/30/2026
10417,527898,06/25/2026,Home,2,57.83,customer11204@gmail.com,07-01-2026
10381,590199,05/23/2026,,5,207.78,customer10244@yahoo.com,05/13/2024
11166,551843,02/14/2025,Home,1,7.62,customer12800@gmail.com,04/28/2024
10126,562638,11-01-2024,Grocery,3,98.49,customer10416@outlook.com,09-03-2024
10146,566994,01/30/2026,Beauty,3,247.24,customer10146@yahoo.com,08/27/2024
11955,534325,01/29/2025,Home,1,9.55,customer12765@yahoo.com,04-06-2024
10006,523173,03-07-2026,Electronics,3,179.27,customer10053@gmail.com,09/28/2023
10112,542835,22-10-2024,Beauty,1,6.19,customer13509@outlook.com,02-01-2025
10137,563054,06/19/2024,Grocery,3,87.8,customer10524@yahoo.com,06/19/2024
10107,571557,01/16/2026,Sports,2,26.47,customer12031@gmail.com,09/24/2025
11184,541754,08/24/2024,Grocery,4,115.17,customer10386@outlook.com,08/22/2024
10400,525863,07/21/2023,Home,3,80.85,customer10392@gmail.com,06/24/2023
10426,501042,11/16/2025,Apparel,5,223.66,customer10012@outlook.com,06/29/2023
10142,560674,12/20/2024,Home,4,111.42,customer10448@gmail.com,08/20/2024
10510,527873,03-12-2026,Apparel,5,177.47,customer10095@gmail.com,01/19/2024
10406,569613,05/13/2026,Books,5,168.83,customer10216@gmail.com,09-10-2024
10421,525051,07-04-2025,Home,4,165.08,CUSTOMER10064@YAHOO.COM,09-02-2024
10492,599136,10/22/2024,Home,1,5.57,customer13607@yahoo.com,11/16/2024
10362,569259,09/16/2024,Books,1,9,customer12741@gmail.com,01/29/2024
13788,590785,01-02-2025,Grocery,1,5.95,customer13648@gmail.com,08/28/2024
10073,536964,10/30/2023,Grocery,4,124.92,customer10331@yahoo.com,03/26/2023
10087,557041,03/25/2024,Books,2,136.12,customer10347@gmail.com,04/28/2023
10762,563630,12/21/2023,Grocery,4,125.69,customer10320@yahoo.com,12/18/2023
12369,515763,07/19/2025,Apparel,5,191.78,customer10179@yahoo.com,05/22/2023
10081,512887,03-10-2026,,3,223.51,customer10068@outlook.com,04/13/2023
11838,506952,03/14/2026,Sports,5,243.94,customer10007@outlook.com,02-01-2024
10217,567494,08-04-2025,Sports,3,183.88,customer10076@yahoo.com,05/22/2024
10669,577032,09-11-2024,Sports,3,88.67,customer10357@outlook.com,05/15/2023
13065,595527,11-02-2025,Beauty,3,215.73,customer10041@yahoo.com,04/18/2023
12252,504151,10/26/2024,Grocery,2,105.86,customer10381@gmail.com,10/23/2024
10234,503520,12/17/2025,Toys,4,189.06,customer10123@outlook.com,02/14/2024
10038,519177,12/20/2025,Home,2,21.45,customer11791@gmail.com,11/19/2025
10449,582251,05/20/2024,Toys,4,138.4,customer10513@outlook.com,08/18/2023
10164,542349,08-11-2024,Beauty,1,7.09,customer12806@gmail.com,04/21/2024
10411,590359,12-04-2025,Electronics,2,15.46,customer11996@yahoo.com,06/25/2025
10502,580679,11/29/2024,Grocery,1,4.98,customer13353@outlook.com,06/20/2024
10367,576238,02/24/2025,Sports,4,84.12,customer10445@outlook.com,09/16/2024
12933,514953,12-02-2024,Grocery,1,5.16,customer13765@outlook.com,04-04-2024
10277,557366,04/18/2024,Sports,2,128.34,customer10383@outlook.com,02/13/2024
10304,549032,12/17/2024,Grocery,1,5.67,customer12795@gmail.com,12/15/2024
10074,569451,01-08-2026,Apparel,5,245.39,customer10054@gmail.com,06-03-2024
11968,587486,02-04-2025,Toys,3,124.24,customer10502@outlook.com,10/23/2023
13716,566358,06/19/2024,Sports,2,102.17,customer10495@yahoo.com,02-06-2024
10472,541626,01-08-2024,Apparel,4,115.72,customer10503@outlook.com,01-05-2024
10456,521937,01/17/2026,Grocery,5,216.45,customer10222@yahoo.com,08/27/2024
12737,531607,09-04-2024,Apparel,2,95.85,customer10416@outlook.com,09-03-2024
10225,516559,03/19/2026,Home,3,182.59,customer10040@yahoo.com,06-12-2023
11861,542278,10/25/2023,Sports,3,103.26,customer10478@yahoo.com,08/16/2023
10124,575227,01-09-2026,Apparel,5,178.2,customer10227@gmail.com,06/21/2024
11263,572949,07/27/2025,Books,4,249.91,customer10137@gmail.com,10-12-2023
13317,537913,10-09-2025,Books,5,173.51,customer10064@yahoo.com,09-02-2024
13430,565706,03/26/2025,Apparel,1,8.62,customer13291@gmail.com,05/22/2025
12097,584456,11-07-2025,Toys,5,246.48,customer10277@outlook.com,08-10-2024
10031,528028,09-08-2024,Beauty,2,117.09,customer10491@gmail.com,05/30/2024
10114,573937,06/17/2026,Toys,2,65.5,customer10587@yahoo.com,06-12-2026
10292,557475,02/24/2026,Electronics,2,25.79,customer12593@gmail.com,08/18/2025
10136,539741,09/16/2024,Beauty,1,8.75,customer13793@outlook.com,09/15/2024
11081,504249,11/20/2024,Sports,4,237.54,customer10113@outlook.com,06-07-2023
12962,527569,02/28/2026,Sports,2,20.76,customer12367@outlook.com,06-09-2025
10319,532888,01/28/2025,Sports,3,115.54,customer10376@outlook.com,09/17/2023
10191,552110,10/19/2025,Home,5,165.51,customer10195@gmail.com,06/13/2024
10169,518079,04/30/2026,Grocery,4,169.74,customer10135@yahoo.com,06-01-2024
13263,552222,06/26/2026,Beauty,2,61.88,customer10745@gmail.com,06-12-2026
10752,545602,06/29/2026,Apparel,3,67.74,customer11119@outlook.com,06/29/2026
10157,539332,19-12-2025,Electronics,5,168.91,customer10212@outlook.com,04/16/2024
12548,559454,03-05-2026,Grocery,4,207.35,customer10194@gmail.com,10-11-2024
10050,560092,06/21/2026,Home,3,48.32,customer10817@outlook.com,06/22/2026
13048,531287,09/23/2023,Grocery,4,93.31,customer10452@outlook.com,05/20/2023
10154,525147,06/20/2025,Grocery,3,157.35,customer10073@gmail.com,06/25/2024
10274,599883,01-01-2025,Electronics,2,134.55,customer10423@yahoo.com,11/16/2023
11070,596434,01-11-2025,Toys,1,4.27,customer13729@outlook.com,07-03-2024
13099,573859,06-05-2024,Home,3,200.94,customer10108@outlook.com,03/24/2023
11836,513175,08/24/2025,Sports,3,186,customer10183@gmail.com,08/27/2023
12241,563239,06/28/2026,Books,3,69.24,customer10756@outlook.com,06/13/2026
10023,531733,07/30/2025,Home,4,214.9,customer10303@yahoo.com,08/26/2023
10304,533189,06/23/2025,Electronics,3,217.54,customer10304@gmail.com,08/18/2024
10150,565692,10/29/2024,SPORTS,5,195.34,customer10234@yahoo.com,03-07-2024
10230,582186,02-08-2026,Sports,4,206.71,customer10110@outlook.com,04/13/2024
10358,555565,08/24/2025,Electronics,5,184.07,customer10216@gmail.com,09-10-2024
10167,532543,10/13/2024,Apparel,1,4.68,customer13004@gmail.com,07/20/2024
10441,592651,06/23/2025,Grocery,3,204.81,customer10074@outlook.com,08/16/2024
10401,509433,07-08-2025,Beauty,3,230.25,customer10199@outlook.com,06/23/2024
10047,513172,12-07-2025,Electronics,2,24.48,customer12482@gmail.com,05/30/2025
10126,550163,07-10-2024,Grocery,4,109.26,customer10334@outlook.com,08/25/2023
10027,561861,11-12-2025,Home,3,165.49,customer10222@yahoo.com,08/27/2024
13190,539689,07/27/2024,Toys,2,136.4,customer10470@outlook.com,09/22/2023
10251,506510,05/15/2024,Grocery,2,90.94,customer10425@gmail.com,05/14/2024
10011,579676,06/25/2026,Toys,-2,50.08,customer11037@gmail.com,06/19/2026
10274,587987,11/19/2023,Sports,4,133.91,customer10521@outlook.com,04/15/2023
12048,589282,02-01-2025,Apparel,1,7.03,customer13794@yahoo.com,01/21/2025
10497,572773,02/18/2026,Sports,2,25.17,customer11867@gmail.com,10/24/2025
10872,563467,02-10-2026,Electronics,3,189.83,customer10145@outlook.com,07/28/2023
10502,559550,04-01-2025,Beauty,2,90.44,customer10389@outlook.com,04/19/2023
10688,587318,06/24/2024,Electronics,2,94.28,customer10526@outlook.com,04/18/2024
10414,524558,10-10-2024,Sports,4,189.16,customer10114@yahoo.com,12-04-2023
10467,571095,06/22/2026,Sports,3,52.01,customer10885@gmail.com,06/21/2026
13477,526669,05/21/2024,Toys,4,127.47,customer10362@gmail.com,07/24/2023
10211,578686,05/24/2025,Grocery,4,223.97,customer10182@outlook.com,01/25/2024
10280,593317,05/30/2026,Grocery,-4,193.8,customer10003@yahoo.com,06-01-2023
10492,535815,12/18/2024,Toys,1,9.91,customer13713@gmail.com,03-05-2024
10504,575931,05-02-2026,Books,5,216.44,customer10236@yahoo.com,07/15/2023
10059,567722,09/28/2024,Toys,4,215.34,CUSTOMER10013@GMAIL.COM,04/27/2023
10289,570542,12-09-2024,,1,9.7,customer13374@gmail.com,09/30/2024
10195,551670,02/18/2025,Sports,3,81.58,customer10374@yahoo.com,09/27/2023
10120,564565,17-09-2025,Apparel,3,232.52,customer10157@gmail.com,08/29/2024
10301,582220,11/14/2024,Apparel,2,110.84,customer10456@outlook.com,10/16/2023
10124,567336,12/18/2025,Electronics,3,203.94,customer10301@outlook.com,07-08-2024
10508,594331,03-12-2025,Apparel,1,5.62,customer12887@yahoo.com,12/23/2024
10440,590782,11/18/2024,Sports,4,103.92,customer10446@yahoo.com,07/14/2024
12190,554394,06/23/2026,Apparel,3,57.34,customer10997@yahoo.com,06/15/2026
10453,581376,12-04-2024,Home,1,9.53,customer13706@outlook.com,05/16/2024
10394,540024,02-12-2024,Books,4,122.27,customer10362@gmail.com,07/24/2023
10101,550948,12/13/2025,Sports,4,234.5,customer10235@yahoo.com,04/29/2024
10386,528593,04/20/2026,Books,4,197.97,customer10021@yahoo.com,05/14/2023
10212,511961,06/26/2026,SPORTS,2,58.51,customer10537@gmail.com,06/13/2026
10329,508179,10/27/2025,Books,5,164.36,customer10100@gmail.com,11/15/2023
10455,573647,07/16/2025,Apparel,4,242.57,customer10044@yahoo.com,09-12-2024
10137,553441,01-09-2026,Grocery,1,18.37,customer11797@gmail.com,10/30/2025
11099,579707,09/30/2024,Grocery,2,95.6,customer10422@gmail.com,09/26/2024
